YEAR,Team,Prev Name,Nickname,Abbrev,Attendance,Num,Class,Prev W%,Prev Home W%,Prev All-NBA points,Prev playoff points,Prev attendance,Prev LW attendance
2022,Atlanta Hawks,Atlanta Hawks,Hawks,ATL,0.905618722,12,Slightly High,0.569444444,0.694444444,0,4,0.885417817,0.124515443
2022,Boston Celtics,Boston Celtics,Celtics,BOS,1,13,High,0.5,0.583333333,0,1,0.996502401,0.124515443
2022,Brooklyn Nets,Brooklyn Nets,Nets,BKN,0.978682608,13,High,0.666666667,0.777777778,0,2,0.925050756,0.124515443
2022,Charlotte Hornets,Charlotte Hornets,Hornets,CHA,0.895895581,12,Slightly High,0.458333333,0.5,0,0,0.809246737,0.124515443
2022,Chicago Bulls,Chicago Bulls,Bulls,CHI,0.998278912,13,High,0.430555556,0.416666667,0,0,0.89898169,0.124515443
2022,Cleveland Cavaliers,Cleveland Cavaliers,Cavaliers,CLE,0.951677645,13,High,0.305555556,0.361111111,0,0,0.916838205,0.124515443
2022,Dallas Mavericks,Dallas Mavericks,Mavericks,DAL,1.028072917,14,Very High,0.583333333,0.583333333,3,1,1.04484375,0.124515443
2022,Denver Nuggets,Denver Nuggets,Nuggets,DEN,0.86869877,12,Slightly High,0.652777778,0.694444444,3,2,0.982889344,0.124515443
2022,Detroit Pistons,Detroit Pistons,Pistons,DET,0.795986622,11,Slightly Low,0.277777778,0.361111111,0,0,0.759295692,0.124515443
2022,Golden State Warriors,Golden State Warriors,Warriors,GSW,1,13,High,0.541666667,0.694444444,3,0,1,0.124515443
2022,Houston Rockets,Houston Rockets,Rockets,HOU,0.863140404,12,Slightly High,0.236111111,0.25,0,0,1.001163113,0.124515443
2022,Indiana Pacers,Indiana Pacers,Pacers,IND,0.801149361,11,Slightly Low,0.472222222,0.361111111,0,0,0.922334431,0.124515443
2022,Los Angeles Clippers,Los Angeles Clippers,Clippers,LAC,0.887665198,12,Slightly High,0.652777778,0.722222222,4,4,1,0.124515443
2022,Los Angeles Lakers,Los Angeles Lakers,Lakers,LAL,0.978026012,13,High,0.583333333,0.583333333,2,1,0.996276484,0.124515443
2022,Memphis Grizzlies,Memphis Grizzlies,Grizzlies,MEM,0.886534787,12,Slightly High,0.527777778,0.5,0,1,0.891143082,0.124515443
2022,Miami Heat,Miami Heat,Heat,MIA,1.001428571,13,High,0.555555556,0.583333333,1,1,1.004081633,0.124515443
2022,Milwaukee Bucks,Milwaukee Bucks,Bucks,MIL,0.997314286,13,High,0.638888889,0.722222222,3,16,1.012,0.124515443
2022,Minnesota Timberwolves,Minnesota Timberwolves,Timberwolves,MIN,0.844556855,11,Slightly Low,0.319444444,0.361111111,0,0,0.793866582,0.124515443
2022,New Orleans Pelicans,New Orleans Pelicans,Pelicans,NOP,0.919547045,12,Slightly High,0.430555556,0.5,0,0,0.978537974,0.124515443
2022,New York Knicks,New York Knicks,NY Knicks,NYK,0.939884918,13,High,0.569444444,0.694444444,2,1,0.949475066,0.124515443
2022,Oklahoma City Thunder,Oklahoma City Thunder,Thunder,OKC,0.817282865,11,Slightly Low,0.305555556,0.277777778,0,0,1,0.124515443
2022,Orlando Magic,Orlando Magic,Magic,ORL,0.806112703,11,Slightly Low,0.291666667,0.305555556,0,0,0.906929852,0.124515443
2022,Philadelphia 76ers,Philadelphia 76ers,76ers,PHI,1.008643422,13,High,0.680555556,0.805555556,2,2,1.007324934,0.124515443
2022,Phoenix Suns,Phoenix Suns,Suns,PHO,0.970476246,13,High,0.708333333,0.75,2,8,0.921562884,0.124515443
2022,Portland Trail Blazers,Portland Trail Blazers,Trail Blazers,POR,0.885191091,12,Slightly High,0.583333333,0.555555556,2,1,1.009876035,0.124515443
2022,Sacramento Kings,Sacramento Kings,Kings,SAC,0.821190923,11,Slightly Low,0.430555556,0.444444444,0,0,0.955183985,0.124515443
2022,San Antonio Spurs,San Antonio Spurs,Spurs,SAS,0.815180801,11,Slightly Low,0.458333333,0.388888889,0,0,0.99630796,0.124515443
2022,Toronto Raptors,Toronto Raptors,Raptors,TOR,0.953181818,13,High,0.375,0.444444444,0,0,0.999747475,0.124515443
2022,Utah Jazz,Utah Jazz,Jazz,UTA,1,13,High,0.722222222,0.861111111,1,2,1,0.124515443
2022,Washington Wizards,Washington Wizards,Wizards,WAS,0.763460405,10,Low,0.472222222,0.527777778,1,1,0.817744154,0.124515443
2020,Atlanta Hawks,Atlanta Hawks,Hawks,ATL,0.885417817,12,Slightly High,0.353658537,0.414634146,0,0,0.8459543,0.945868185
2020,Boston Celtics,Boston Celtics,Celtics,BOS,0.996502401,13,High,0.597560976,0.682926829,2,2,0.972228023,0.945868185
2020,Brooklyn Nets,Brooklyn Nets,Nets,BKN,0.925050756,12,Slightly High,0.512195122,0.56097561,0,1,0.842600947,0.945868185
2020,Charlotte Hornets,Charlotte Hornets,Hornets,CHA,0.809246737,11,Slightly Low,0.475609756,0.609756098,0,0,0.864968286,0.945868185
2020,Chicago Bulls,Chicago Bulls,Bulls,CHI,0.89898169,12,Slightly High,0.268292683,0.219512195,0,0,0.960175933,0.945868185
2020,Cleveland Cavaliers,Cleveland Cavaliers,Cavaliers,CLE,0.916838205,12,Slightly High,0.231707317,0.317073171,0,0,0.995728695,0.945868185
2020,Dallas Mavericks,Dallas Mavericks,Mavericks,DAL,1.04484375,14,Very High,0.402439024,0.585365854,0,0,1.04234375,0.945868185
2020,Denver Nuggets,Denver Nuggets,Nuggets,DEN,0.982889344,13,High,0.658536585,0.829268293,3,2,0.945184426,0.945868185
2020,Detroit Pistons,Detroit Pistons,Pistons,DET,0.759295692,10,Low,0.5,0.634146341,1,1,0.810840055,0.945868185
2020,Golden State Warriors,Golden State Warriors,Warriors,GSW,1,13,High,0.695121951,0.731707317,5,8,1,0.945868185
2020,Houston Rockets,Houston Rockets,Rockets,HOU,1.001163113,13,High,0.646341463,0.756097561,3,2,1.000166159,0.945868185
2020,Indiana Pacers,Indiana Pacers,Pacers,IND,0.922334431,12,Slightly High,0.585365854,0.707317073,0,1,0.938012609,0.945868185
2020,Los Angeles Clippers,Los Angeles Clippers,Clippers,LAC,1,13,High,0.585365854,0.634146341,0,1,0.908590308,0.945868185
2020,Los Angeles Lakers,Los Angeles Lakers,Lakers,LAL,0.996276484,13,High,0.451219512,0.536585366,1,0,0.996276484,0.945868185
2020,Memphis Grizzlies,Memphis Grizzlies,Grizzlies,MEM,0.891143082,12,Slightly High,0.402439024,0.512195122,0,0,0.875463639,0.945868185
2020,Miami Heat,Miami Heat,Heat,MIA,1.004081633,13,High,0.475609756,0.463414634,0,0,1.002040816,0.945868185
2020,Milwaukee Bucks,Milwaukee Bucks,Bucks,MIL,1.012,13,High,0.731707317,0.804878049,3,4,1.005828571,0.945868185
2020,Minnesota Timberwolves,Minnesota Timberwolves,Timberwolves,MIN,0.793866582,11,Slightly Low,0.43902439,0.609756098,0,0,0.806460112,0.945868185
2020,New Orleans Pelicans,New Orleans Pelicans,Pelicans,NOP,0.978537974,13,High,0.402439024,0.463414634,0,0,0.948835003,0.945868185
2020,New York Knicks,New York Knicks,NY Knicks,NYK,0.949475066,13,High,0.207317073,0.219512195,0,0,0.959115687,0.945868185
2020,Oklahoma City Thunder,Oklahoma City Thunder,Thunder,OKC,1,13,High,0.597560976,0.658536585,4,1,1,0.945868185
2020,Orlando Magic,Orlando Magic,Magic,ORL,0.906929852,12,Slightly High,0.512195122,0.609756098,0,1,0.93181577,0.945868185
2020,Philadelphia 76ers,Philadelphia 76ers,76ers,PHI,1.007324934,13,High,0.62195122,0.756097561,2,2,0.998193183,0.945868185
2020,Phoenix Suns,Phoenix Suns,Suns,PHO,0.921562884,12,Slightly High,0.231707317,0.292682927,0,0,0.895846758,0.945868185
2020,Portland Trail Blazers,Portland Trail Blazers,Trail Blazers,POR,1.009876035,13,High,0.646341463,0.780487805,2,4,1.002829073,0.945868185
2020,Sacramento Kings,Sacramento Kings,Kings,SAC,0.955183985,13,High,0.475609756,0.585365854,0,0,0.972302792,0.945868185
2020,San Antonio Spurs,San Antonio Spurs,Spurs,SAS,0.99630796,13,High,0.585365854,0.780487805,0,1,0.993973287,0.945868185
2020,Toronto Raptors,Toronto Raptors,Raptors,TOR,0.999747475,13,High,0.707317073,0.780487805,2,16,1.001212121,0.945868185
2020,Utah Jazz,Utah Jazz,Jazz,UTA,1,13,High,0.609756098,0.707317073,1,1,1,0.945868185
2020,Washington Wizards,Washington Wizards,Wizards,WAS,0.817744154,11,Slightly Low,0.390243902,0.536585366,0,0,0.859058754,0.945868185
2019,Atlanta Hawks,Atlanta Hawks,Hawks,ATL,0.8459543,11,Slightly Low,0.292682927,0.390243902,0,0,0.795286455,0.950719049
2019,Boston Celtics,Boston Celtics,Celtics,BOS,0.972228023,13,High,0.670731707,0.658536585,0,4,0.972228023,0.950719049
2019,Brooklyn Nets,Brooklyn Nets,Nets,BKN,0.842600947,11,Slightly Low,0.341463415,0.365853659,0,0,0.877284006,0.950719049
2019,Charlotte Hornets,Charlotte Hornets,Hornets,CHA,0.864968286,12,Slightly High,0.43902439,0.512195122,0,0,0.858363474,0.950719049
2019,Chicago Bulls,Chicago Bulls,Bulls,CHI,0.960175933,13,High,0.329268293,0.414634146,0,0,0.993259072,0.950719049
2019,Cleveland Cavaliers,Cleveland Cavaliers,Cavaliers,CLE,0.995728695,13,High,0.609756098,0.707317073,3,8,1.058151503,0.950719049
2019,Dallas Mavericks,Dallas Mavericks,Mavericks,DAL,1.04234375,14,Very High,0.292682927,0.365853659,0,0,1.03078125,0.950719049
2019,Denver Nuggets,Denver Nuggets,Nuggets,DEN,0.945184426,13,High,0.56097561,0.756097561,0,0,0.878125,0.950719049
2019,Detroit Pistons,Detroit Pistons,Pistons,DET,0.810840055,11,Slightly Low,0.475609756,0.609756098,0,0,0.856433209,0.950719049
2019,Golden State Warriors,Golden State Warriors,Warriors,GSW,1,13,High,0.707317073,0.707317073,4,16,1,0.950719049
2019,Houston Rockets,Houston Rockets,Rockets,HOU,1.000166159,13,High,0.792682927,0.829268293,3,4,0.99141512,0.950719049
2019,Indiana Pacers,Indiana Pacers,Pacers,IND,0.938012609,13,High,0.585365854,0.658536585,1,1,0.8955532,0.950719049
2019,Los Angeles Clippers,Los Angeles Clippers,Clippers,LAC,0.908590308,12,Slightly High,0.512195122,0.536585366,0,0,0.89254248,0.950719049
2019,Los Angeles Lakers,Los Angeles Lakers,Lakers,LAL,0.996276484,13,High,0.426829268,0.487804878,0,0,0.992972519,0.950719049
2019,Memphis Grizzlies,Memphis Grizzlies,Grizzlies,MEM,0.875463639,12,Slightly High,0.268292683,0.390243902,0,0,0.896200967,0.950719049
2019,Miami Heat,Miami Heat,Heat,MIA,1.002040816,13,High,0.536585366,0.634146341,0,1,1.001581633,0.950719049
2019,Milwaukee Bucks,Milwaukee Bucks,Bucks,MIL,1.005828571,13,High,0.536585366,0.609756098,2,1,0.892984987,0.950719049
2019,Minnesota Timberwolves,Minnesota Timberwolves,Timberwolves,MIN,0.806460112,11,Slightly Low,0.573170732,0.731707317,2,1,0.898724839,0.950719049
2019,New Orleans Pelicans,New Orleans Pelicans,Pelicans,NOP,0.948835003,13,High,0.585365854,0.585365854,3,2,0.974506433,0.950719049
2019,New York Knicks,New York Knicks,NY Knicks,NYK,0.959115687,13,High,0.353658537,0.463414634,0,0,0.975721785,0.950719049
2019,Oklahoma City Thunder,Oklahoma City Thunder,Thunder,OKC,1,13,High,0.585365854,0.658536585,3,1,1,0.950719049
2019,Orlando Magic,Orlando Magic,Magic,ORL,0.93181577,12,Slightly High,0.304878049,0.414634146,0,0,0.94943224,0.950719049
2019,Philadelphia 76ers,Philadelphia 76ers,76ers,PHI,0.998193183,13,High,0.634146341,0.731707317,2,2,0.992723899,0.950719049
2019,Phoenix Suns,Phoenix Suns,Suns,PHO,0.895846758,12,Slightly High,0.256097561,0.243902439,0,0,0.98799133,0.950719049
2019,Portland Trail Blazers,Portland Trail Blazers,Trail Blazers,POR,1.002829073,13,High,0.597560976,0.682926829,3,1,0.99778818,0.950719049
2019,Sacramento Kings,Sacramento Kings,Kings,SAC,0.972302792,13,High,0.329268293,0.341463415,0,0,0.998407553,0.950719049
2019,San Antonio Spurs,San Antonio Spurs,Spurs,SAS,0.993973287,13,High,0.573170732,0.804878049,2,1,0.999185579,0.950719049
2019,Toronto Raptors,Toronto Raptors,Raptors,TOR,1.001212121,13,High,0.719512195,0.829268293,2,2,1.001969697,0.950719049
2019,Utah Jazz,Utah Jazz,Jazz,UTA,1,13,High,0.585365854,0.682926829,0,2,0.979023271,0.950719049
2019,Washington Wizards,Washington Wizards,Wizards,WAS,0.859058754,11,Slightly Low,0.524390244,0.56097561,0,1,0.882933779,0.950719049
2018,Atlanta Hawks,Atlanta Hawks,Hawks,ATL,0.795286455,11,Slightly Low,0.524390244,0.56097561,0,1,0.880781543,0.944036597
2018,Boston Celtics,Boston Celtics,Celtics,BOS,0.972228023,13,High,0.646341463,0.731707317,2,4,0.968521612,0.944036597
2018,Brooklyn Nets,Brooklyn Nets,Nets,BKN,0.877284006,12,Slightly High,0.243902439,0.317073171,0,0,0.870121814,0.944036597
2018,Charlotte Hornets,Charlotte Hornets,Hornets,CHA,0.858363474,11,Slightly Low,0.43902439,0.536585366,0,0,0.908528595,0.944036597
2018,Chicago Bulls,Chicago Bulls,Bulls,CHI,0.993259072,13,High,0.5,0.609756098,1,1,1.036477506,0.944036597
2018,Cleveland Cavaliers,Cleveland Cavaliers,Cavaliers,CLE,1.058151503,14,Very High,0.62195122,0.756097561,3,8,1.058151503,0.944036597
2018,Dallas Mavericks,Dallas Mavericks,Mavericks,DAL,1.03078125,14,Very High,0.402439024,0.512195122,0,0,1.030677083,0.944036597
2018,Denver Nuggets,Denver Nuggets,Nuggets,DEN,0.878125,12,Slightly High,0.487804878,0.536585366,0,0,0.756659836,0.944036597
2018,Detroit Pistons,Detroit Pistons,Pistons,DET,0.856433209,11,Slightly Low,0.451219512,0.585365854,0,0,0.723817721,0.944036597
2018,Golden State Warriors,Golden State Warriors,Warriors,GSW,1,13,High,0.817073171,0.87804878,5,16,1,0.944036597
2018,Houston Rockets,Houston Rockets,Rockets,HOU,0.99141512,13,High,0.670731707,0.731707317,3,2,0.940072002,0.944036597
2018,Indiana Pacers,Indiana Pacers,Pacers,IND,0.8955532,12,Slightly High,0.512195122,0.707317073,0,1,0.931596273,0.944036597
2018,Los Angeles Clippers,Los Angeles Clippers,Clippers,LAC,0.89254248,12,Slightly High,0.62195122,0.707317073,1,1,1.001048878,0.944036597
2018,Los Angeles Lakers,Los Angeles Lakers,Lakers,LAL,0.992972519,13,High,0.317073171,0.414634146,0,0,0.993759178,0.944036597
2018,Memphis Grizzlies,Memphis Grizzlies,Grizzlies,MEM,0.896200967,12,Slightly High,0.524390244,0.585365854,0,1,0.928346634,0.944036597
2018,Miami Heat,Miami Heat,Heat,MIA,1.001581633,13,High,0.5,0.56097561,0,0,1.002193878,0.944036597
2018,Milwaukee Bucks,Milwaukee Bucks,Bucks,MIL,0.892984987,12,Slightly High,0.512195122,0.56097561,2,1,0.845648341,0.944036597
2018,Minnesota Timberwolves,Minnesota Timberwolves,Timberwolves,MIN,0.898724839,12,Slightly High,0.37804878,0.487804878,0,0,0.780324586,0.944036597
2018,New Orleans Pelicans,New Orleans Pelicans,Pelicans,NOP,0.974506433,13,High,0.414634146,0.512195122,3,0,0.958854568,0.944036597
2018,New York Knicks,New York Knicks,NY Knicks,NYK,0.975721785,13,High,0.37804878,0.463414634,0,0,0.998081971,0.944036597
2018,Oklahoma City Thunder,Oklahoma City Thunder,Thunder,OKC,1,13,High,0.573170732,0.682926829,3,1,1,0.944036597
2018,Orlando Magic,Orlando Magic,Magic,ORL,0.94943224,13,High,0.353658537,0.390243902,0,0,0.942003608,0.944036597
2018,Philadelphia 76ers,Philadelphia 76ers,76ers,PHI,0.992723899,13,High,0.341463415,0.414634146,0,0,0.84627405,0.944036597
2018,Phoenix Suns,Phoenix Suns,Suns,PHO,0.98799133,13,High,0.292682927,0.365853659,0,0,1.012418722,0.944036597
2018,Portland Trail Blazers,Portland Trail Blazers,Trail Blazers,POR,0.99778818,13,High,0.5,0.609756098,0,1,0.993621727,0.944036597
2018,Sacramento Kings,Sacramento Kings,Kings,SAC,0.998407553,13,High,0.390243902,0.414634146,0,0,1.001421828,0.944036597
2018,San Antonio Spurs,San Antonio Spurs,Spurs,SAS,0.999185579,13,High,0.743902439,0.756097561,3,4,1.000271474,0.944036597
2018,Toronto Raptors,Toronto Raptors,Raptors,TOR,1.001969697,13,High,0.62195122,0.682926829,1,2,1.001515152,0.944036597
2018,Utah Jazz,Utah Jazz,Jazz,UTA,0.979023271,13,High,0.62195122,0.707317073,2,2,1.07467497,0.944036597
2018,Washington Wizards,Washington Wizards,Wizards,WAS,0.882933779,12,Slightly High,0.597560976,0.731707317,1,2,0.835232855,0.944036597
2017,Atlanta Hawks,Atlanta Hawks,Hawks,ATL,0.880781543,12,Slightly High,0.585365854,0.658536585,0,2,0.929020863,0.942960776
2017,Boston Celtics,Boston Celtics,Celtics,BOS,0.968521612,13,High,0.585365854,0.682926829,0,1,0.953748173,0.942960776
2017,Brooklyn Nets,Brooklyn Nets,Nets,BKN,0.870121814,12,Slightly High,0.256097561,0.341463415,0,0,0.852977667,0.942960776
2017,Charlotte Hornets,Charlotte Hornets,Hornets,CHA,0.908528595,12,Slightly High,0.585365854,0.731707317,0,1,0.916548724,0.942960776
2017,Chicago Bulls,Chicago Bulls,Bulls,CHI,1.036477506,14,Very High,0.512195122,0.634146341,0,0,1.043170627,0.942960776
2017,Cleveland Cavaliers,Cleveland Cavaliers,Cavaliers,CLE,1.058151503,14,Very High,0.695121951,0.804878049,3,16,1.058151503,0.942960776
2017,Dallas Mavericks,Dallas Mavericks,Mavericks,DAL,1.030677083,14,Very High,0.512195122,0.56097561,0,1,1.049114583,0.942960776
2017,Denver Nuggets,Denver Nuggets,Nuggets,DEN,0.756659836,10,Low,0.402439024,0.43902439,0,0,0.722079918,0.942960776
2017,Detroit Pistons,Detroit Pistons,Pistons,DET,0.723817721,10,Low,0.536585366,0.634146341,1,1,0.748097481,0.942960776
2017,Golden State Warriors,Golden State Warriors,Warriors,GSW,1,13,High,0.890243902,0.951219512,6,8,1,0.942960776
2017,Houston Rockets,Houston Rockets,Rockets,HOU,0.940072002,13,High,0.5,0.56097561,0,1,0.995901412,0.942960776
2017,Indiana Pacers,Indiana Pacers,Pacers,IND,0.931596273,12,Slightly High,0.548780488,0.634146341,1,1,0.939965408,0.942960776
2017,Los Angeles Clippers,Los Angeles Clippers,Clippers,LAC,1.001048878,13,High,0.646341463,0.707317073,5,1,1.006503042,0.942960776
2017,Los Angeles Lakers,Los Angeles Lakers,Lakers,LAL,0.993759178,13,High,0.207317073,0.292682927,0,0,0.996276484,0.942960776
2017,Memphis Grizzlies,Memphis Grizzlies,Grizzlies,MEM,0.928346634,12,Slightly High,0.512195122,0.634146341,0,1,0.938350006,0.942960776
2017,Miami Heat,Miami Heat,Heat,MIA,1.002193878,13,High,0.585365854,0.682926829,0,2,1.007142857,0.942960776
2017,Milwaukee Bucks,Milwaukee Bucks,Bucks,MIL,0.845648341,11,Slightly Low,0.402439024,0.56097561,0,0,0.810279425,0.942960776
2017,Minnesota Timberwolves,Minnesota Timberwolves,Timberwolves,MIN,0.780324586,10,Low,0.353658537,0.341463415,0,0,0.746917483,0.942960776
2017,New Orleans Pelicans,New Orleans Pelicans,Pelicans,NOP,0.958854568,13,High,0.365853659,0.512195122,0,0,0.995612735,0.942960776
2017,New York Knicks,New York Knicks,NY Knicks,NYK,0.998081971,13,High,0.390243902,0.43902439,0,0,1,0.942960776
2017,Oklahoma City Thunder,Oklahoma City Thunder,Thunder,OKC,1,13,High,0.670731707,0.780487805,5,4,1,0.942960776
2017,Orlando Magic,Orlando Magic,Magic,ORL,0.942003608,13,High,0.426829268,0.56097561,0,0,0.93086066,0.942960776
2017,Philadelphia 76ers,Philadelphia 76ers,76ers,PHI,0.84627405,11,Slightly Low,0.12195122,0.170731707,0,0,0.726682293,0.942960776
2017,Phoenix Suns,Phoenix Suns,Suns,PHO,1.012418722,13,High,0.280487805,0.341463415,0,0,1.00210884,0.942960776
2017,Portland Trail Blazers,Portland Trail Blazers,Trail Blazers,POR,0.993621727,13,High,0.536585366,0.682926829,2,2,0.996193611,0.942960776
2017,Sacramento Kings,Sacramento Kings,Kings,SAC,1.001421828,13,High,0.402439024,0.43902439,2,0,0.99647745,0.942960776
2017,San Antonio Spurs,San Antonio Spurs,Spurs,SAS,1.000271474,13,High,0.817073171,0.975609756,4,2,1.001683136,0.942960776
2017,Toronto Raptors,Toronto Raptors,Raptors,TOR,1.001515152,13,High,0.682926829,0.780487805,1,4,1.001262626,0.942960776
2017,Utah Jazz,Utah Jazz,Jazz,UTA,1.07467497,14,Very High,0.487804878,0.585365854,0,0,1.054517644,0.942960776
2017,Washington Wizards,Washington Wizards,Wizards,WAS,0.835232855,11,Slightly Low,0.5,0.536585366,0,0,0.869178621,0.942960776
2016,Atlanta Hawks,Atlanta Hawks,Hawks,ATL,0.929020863,12,Slightly High,0.731707317,0.853658537,0,4,0.961033227,0.941442545
2016,Boston Celtics,Boston Celtics,Celtics,BOS,0.953748173,13,High,0.487804878,0.512195122,0,1,0.918406766,0.941442545
2016,Brooklyn Nets,Brooklyn Nets,Nets,BKN,0.852977667,11,Slightly Low,0.463414634,0.463414634,0,1,0.960805324,0.941442545
2016,Charlotte Hornets,Charlotte Hornets,Hornets,CHA,0.916548724,12,Slightly High,0.402439024,0.463414634,0,0,0.901189915,0.941442545
2016,Chicago Bulls,Chicago Bulls,Bulls,CHI,1.043170627,14,Very High,0.609756098,0.658536585,2,2,1.020366209,0.941442545
2016,Cleveland Cavaliers,Cleveland Cavaliers,Cavaliers,CLE,1.058151503,14,Very High,0.646341463,0.756097561,4,8,1.058151503,0.941442545
2016,Dallas Mavericks,Dallas Mavericks,Mavericks,DAL,1.049114583,14,Very High,0.609756098,0.658536585,0,1,1.05140625,0.941442545
2016,Denver Nuggets,Denver Nuggets,Nuggets,DEN,0.722079918,10,Low,0.365853659,0.463414634,0,0,0.75307377,0.941442545
2016,Detroit Pistons,Detroit Pistons,Pistons,DET,0.748097481,10,Low,0.390243902,0.43902439,0,0,0.691520203,0.941442545
